iter	Passed	Remaining
574	5951	4399
575	5960	4387
576	5967	4374
577	5979	4366
578	5987	4353
579	5998	4343
580	6009	4333
581	6018	4322
582	6041	4321
583	6049	4309
584	6059	4298
585	6069	4287
586	6079	4277
587	6087	4265
588	6095	4253
589	6104	4242
590	6115	4232
591	6128	4223
592	6136	4211
593	6147	4202
594	6155	4189
595	6164	4178
596	6173	4167
597	6182	4156
598	6193	4146
599	6203	4135
600	6211	4123
601	6224	4115
602	6232	4103
603	6243	4093
604	6250	4080
605	6258	4069
606	6268	4058
607	6277	4047
608	6289	4038
609	6299	4027
610	6309	4017
611	6323	4008
612	6332	3997
613	6341	3986
614	6349	3974
615	6358	3963
616	6366	3951
617	6374	3940
618	6385	3930
619	6393	3918
620	6403	3907
621	6415	3898
622	6423	3887
623	6434	3876
624	6441	3865
625	6452	3854
626	6459	3842
627	6467	3830
628	6478	3821
629	6488	3810
630	6496	3798
631	6505	3787
632	6514	3777
633	6521	3765
634	6531	3754
635	6538	3742
636	6549	3732
637	6557	3720
638	6567	3710
639	6577	3699
640	6586	3688
641	6597	3679
642	6613	3671
643	6623	3661
644	6637	3653
645	6647	3642
646	6657	3632
647	6666	3621
648	6675	3610
649	6683	3598
650	6694	3588
651	6701	3577
652	6712	3566
653	6720	3555
654	6729	3544
655	6739	3534
656	6749	3523
657	6757	3512
658	6767	3501
659	6774	3490
660	6787	3481
661	6797	3470
662	6819	3466
663	6828	3455
664	6840	3445
665	6848	3434
666	6857	3423
667	6868	3413
668	6877	3402
669	6889	3393
670	6897	3381
671	6906	3370
672	6916	3360
673	6928	3350
674	6938	3340
675	6946	3329
676	6976	3328
677	6991	3320
678	7006	3312
679	7017	3302
680	7037	3296
681	7045	3285
682	7053	3273
683	7061	3262
684	7070	3251
685	7078	3240
686	7086	3228
687	7096	3217
688	7104	3206
689	7112	3195
690	7126	3186
691	7137	3176
692	7145	3165
693	7151	3153
694	7159	3141
695	7166	3130
696	7174	3118
697	7182	3107
698	7189	3096
699	7199	3085
700	7207	3074
701	7216	3063
702	7224	3052
703	7233	3041
704	7253	3035
705	7262	3024
706	7268	3012
707	7280	3002
708	7288	2991
709	7295	2979
710	7303	2968
711	7311	2957
712	7318	2945
713	7326	2934
714	7332	2922
715	7339	2911
716	7346	2899
717	7352	2887
718	7359	2876
719	7365	2864
720	7372	2853
721	7378	2841
722	7385	2829
723	7392	2818
724	7399	2806
725	7405	2795
726	7412	2783
727	7418	2771
728	7424	2759
729	7430	2748
730	7439	2737
731	7445	2725
732	7451	2714
733	7457	2702
734	7464	2691
735	7470	2679
736	7475	2667
737	7480	2655
738	7486	2643
739	7491	2632
740	7496	2620
741	7501	2608
742	7507	2596
743	7512	2584
744	7517	2573
745	7522	2561
746	7527	2549
747	7533	2537
748	7538	2526
749	7545	2515
750	7552	2504
751	7557	2492
752	7562	2480
753	7567	2469
754	7574	2457
755	7580	2446
756	7586	2435
757	7591	2423
758	7596	2412
759	7602	2400
760	7607	2389
761	7612	2377
762	7617	2366
763	7622	2354
764	7627	2342
765	7632	2331
766	7637	2320
767	7642	2308
768	7647	2297
769	7652	2285
770	7657	2274
771	7663	2263
772	7667	2251
773	7672	2240
774	7677	2228
775	7681	2217
776	7686	2205
777	7690	2194
778	7695	2183
779	7699	2171
780	7703	2160
781	7708	2149
782	7713	2137
783	7718	2126
784	7723	2115
785	7727	2103
786	7732	2092
787	7735	2081
788	7740	2070
789	7744	2058
790	7748	2047
791	7752	2036
792	7757	2024
793	7761	2013
794	7765	2002
795	7769	1991
796	7774	1980
797	7778	1968
798	7782	1957
799	7786	1946
800	7790	1935
801	7794	1924
802	7797	1913
803	7801	1901
804	7805	1890
805	7809	1879
806	7813	1868
807	7817	1857
808	7822	1846
809	7826	1835
810	7830	1824
811	7834	1813
812	7838	1802
813	7842	1792
814	7846	1781
815	7850	1770
816	7855	1759
817	7858	1748
818	7862	1737
819	7867	1726
820	7871	1716
821	7875	1705
822	7879	1694
823	7883	1683
824	7887	1673
825	7891	1662
826	7895	1651
827	7899	1641
828	7903	1630
829	7907	1619
830	7911	1608
831	7915	1598
832	7920	1587
833	7923	1577
834	7927	1566
835	7932	1556
836	7936	1545
837	7939	1534
838	7943	1524
839	7948	1513
840	7952	1503
841	7956	1493
842	7960	1482
843	7965	1472
844	7970	1462
845	7975	1451
846	7980	1441
847	7984	1431
848	7988	1420
849	7993	1410
850	7997	1400
851	8002	1390
852	8006	1379
853	8011	1369
854	8015	1359
855	8020	1349
856	8024	1338
857	8028	1328
858	8033	1318
859	8037	1308
860	8041	1298
861	8045	1288
862	8050	1277
863	8054	1267
864	8059	1257
865	8063	1247
866	8067	1237
867	8071	1227
868	8076	1217
869	8081	1207
870	8086	1197
871	8090	1187
872	8094	1177
873	8099	1167
874	8103	1157
875	8107	1147
876	8112	1137
877	8116	1127
878	8119	1117
879	8124	1107
880	8128	1097
881	8132	1088
882	8137	1078
883	8141	1068
884	8146	1058
885	8150	1048
886	8154	1038
887	8158	1029
888	8163	1019
889	8167	1009
890	8171	999
891	8176	989
892	8180	980
893	8184	970
894	8189	960
895	8193	951
896	8198	941
897	8202	931
898	8207	922
899	8211	912
900	8215	902
901	8220	893
902	8224	883
903	8229	873
904	8233	864
905	8237	854
906	8242	845
907	8246	835
908	8251	826
909	8256	816
910	8260	807
911	8264	797
912	8269	787
913	8273	778
914	8278	768
915	8282	759
916	8286	750
917	8291	740
918	8295	731
919	8299	721
920	8304	712
921	8308	702
922	8313	693
923	8317	684
924	8321	674
925	8326	665
926	8330	656
927	8335	646
928	8339	637
929	8344	628
930	8348	618
931	8353	609
932	8357	600
933	8361	590
934	8366	581
935	8370	572
936	8374	563
937	8379	553
938	8384	544
939	8388	535
940	8393	526
941	8398	517
942	8402	507
943	8406	498
944	8411	489
945	8416	480
946	8420	471
947	8424	462
948	8429	453
949	8433	443
950	8438	434
951	8443	425
952	8448	416
953	8453	407
954	8457	398
955	8461	389
956	8466	380
957	8470	371
958	8474	362
959	8478	353
960	8483	344
961	8487	335
962	8492	326
963	8497	317
964	8501	308
965	8505	299
966	8510	290
967	8514	281
968	8518	272
969	8522	263
970	8527	254
971	8531	245
972	8535	236
973	8539	227
974	8543	219
975	8547	210
976	8551	201
977	8556	192
978	8561	183
979	8565	174
980	8569	165
981	8573	157
982	8578	148
983	8582	139
984	8586	130
985	8590	121
986	8594	113
987	8598	104
988	8602	95
989	8607	86
990	8610	78
991	8615	69
992	8619	60
993	8623	52
994	8628	43
995	8632	34
996	8636	25
997	8640	17
998	8644	8
999	8648	0
